repo,pr_number,author,diff_hunk,review_comment,label
psf/requests,6667,agubelu,,"Given this breaks the behavior of the module for a whole class of users as it's written today, there's not much to do to advance it. 

Even still, I'm pretty sure SSLComtext is not itself thread safe but I need to find a reference for that so loading it at the module will likely cause issues",
tiangolo/fastapi,15277,dependabot[bot],,"<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->
## Merging this PR will **not alter performance**




`✅ 20` untouched benchmarks  



---

<sub>Comparing <code>dependabot/uv/ruff-0.15.8</code> (fe99e74) with <code>master</code> (9274097)[^unexpected-base]</sub>

<a href=""https://codspeed.io/fastapi/fastapi/branches/dependabot%2Fuv%2Fruff-0.15.8?utm_source=github&utm_medium=comment-v2&utm_content=button"">
  <picture>
    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">
    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">
    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">
  </picture>
</a>

[^unexpected-base]: No successful run was found on <code>master</code> (cc47796) during the generation of this report, so 9274097 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.
",
django/django,19713,Antoliny0919,"@@ -17,9 +17,9 @@
 <form method=""post"">{% csrf_token %}
   <fieldset class=""module aligned"">
     <div class=""form-row field-email"">
-      {{ form.email.errors }}
       <div class=""flex-container"">
         <label for=""id_email"">{% translate 'Email address:' %}</label>
+        {{ form.email.errors }}",I agree. I felt the same way 👍,
django/django,20300,charettes,"@@ -115,36 +115,34 @@ def get_distance(self, f, value, lookup_type):
             ""Distance operations not available on this spatial backend.""
         )
 
-    def get_geom_placeholder(self, f, value, compiler):
+    def get_geom_placeholder_sql(self, f, value, compiler):
         """"""
         Return the placeholder for the given geometry field with the given
         value. Depending on the spatial backend, the placeholder may contain a
         stored procedure call to the transformation function of the spatial
         backend.
         """"""
 
-        def transform_value(value, field):
+        def must_transform_value(value, field):
             return value is not None and value.srid != field.srid","Sure thing, wanted to keep the change as minimal as possible to ease review but I'll separate it in a follow up commit and leave it to you to determine if it needs to be folded.",
pandas-dev/pandas,65054,jbrockmendel,,Thanks @jbrockmendel ,
pandas-dev/pandas,64918,dependabot[bot],,"From https://github.com/pandas-dev/pandas/actions/runs/23791997320?pr=64291:

> Failed to save: Unable to reserve cache with key micromamba-downloads--linux-64, another job may be creating this cache.

@mroeschke that seems to be a new error after merging this PR",
scrapy/scrapy,7036,albertedwardson,,got #7003 in https://github.com/scrapy/scrapy/actions/runs/17397878619/job/49386271260?pr=7036 and https://github.com/scrapy/scrapy/actions/runs/17397878619/job/49386271264?pr=7036 test runs,
scrapy/scrapy,7245,veeceey,,"Thanks for the review @wRAR! I've cleaned up the PR:

- **Removed unrelated changes**: The sitemap query-parameter fix (`scrapy/spiders/sitemap.py` + tests) was accidentally included in this docs-only PR. Those changes have been reverted out and can be submitted as a separate PR if needed.
- **Improved line wrapping**: Wrapped a long line in the scheduler bullet point for better readability.

The PR now only contains the `dont_filter` docstring improvement as described in #6398. Let me know if there's anything else!",
django/django,20702,VIZZARD-X,"@@ -720,7 +720,15 @@ class KeyTransformNumericLookupMixin:
     def process_rhs(self, compiler, connection):
         rhs, rhs_params = super().process_rhs(compiler, connection)
         if not connection.features.has_native_json_field:
-            rhs_params = [json.loads(value) for value in rhs_params]
+            new_params = []
+            for value in rhs_params:
+                try:
+                    new_params.append(
+                        json.loads(value) if isinstance(value, str) else value
+                    )
+                except (json.JSONDecodeError, TypeError):",Do we need to except `TypeError`?,
scrapy/scrapy,7385,wRAR,"@@ -129,6 +129,168 @@ example:
 .. autofunction:: scrapy.utils.reactor.is_asyncio_reactor_installed
 
 
+.. _asyncio-without-reactor:
+
+Using Scrapy without a Twisted reactor
+======================================
+
+.. versionadded:: 2.15.0
+
+.. warning::
+    This is currently experimental and may not be suitable for production use.
+
+It's possible to use Scrapy without installing a Twisted reactor at all, by
+setting the :setting:`TWISTED_ENABLED` setting to ``False``. In this mode
+Scrapy will use the asyncio event loop directly, and most of the Scrapy
+functionality will work in the same way.
+
+Doing this provides several benefits in certain use cases:
+
+* A Twisted reactor, once stopped, cannot be started again. This prevents, for
+  example, using several instances of
+  :class:`~scrapy.crawler.AsyncCrawlerProcess` in the same process when they
+  use a reactor, but with ``TWISTED_ENABLED=False`` it becomes possible.
+* There may be limitations imposed by
+  :class:`~twisted.internet.asyncioreactor.AsyncioSelectorReactor` and related
+  Twisted code, such as the requirement of using
+  :class:`~asyncio.SelectorEventLoop` on Windows (see :ref:`asyncio-windows`),
+  that do not apply if the reactor is not used.
+* :class:`~twisted.internet.asyncioreactor.AsyncioSelectorReactor` manages the
+  underlying event loop, and while :class:`~scrapy.crawler.AsyncCrawlerRunner`
+  can use a pre-existing reactor which, in turn, can use a pre-existing event
+  loop, it's easier to use :class:`~scrapy.crawler.AsyncCrawlerRunner` with a
+  pre-existing loop directly.
+* Omitting the reactor machinery may improve performance and reliability.
+
+Limitations
+-----------
+
+As some Scrapy features and components require a reactor, they don't work and
+are disabled without it. Replacements that don't require a reactor may be added
+in future Scrapy versions. The following features are not available:
+
+* :class:`~scrapy.core.downloader.handlers.http11.HTTP11DownloadHandler` (this
+  is likely the biggest difference; Scrapy provides an HTTP download handler
+  that doesn't require a reactor:
+  :class:`~scrapy.core.downloader.handlers._httpx.HttpxDownloadHandler`)
+* :class:`~scrapy.core.downloader.handlers.ftp.FTPDownloadHandler`
+* :class:`~scrapy.core.downloader.handlers.http2.H2DownloadHandler`
+* :ref:`topics-shell`
+* :ref:`topics-telnetconsole`
+* :class:`~scrapy.crawler.CrawlerRunner` and
+  :class:`~scrapy.crawler.CrawlerProcess`
+* Twisted-specific DNS resolvers (the :setting:`DNS_RESOLVER` setting)
+
+Additionally, any 3rd-party code that requires a reactor won't work.
+
+Note that importing Twisted modules and, among other things, creating and using
+:class:`~twisted.internet.defer.Deferred` objects doesn't require a reactor, so
+code that uses :class:`~twisted.internet.defer.Deferred`,
+:class:`~twisted.python.failure.Failure` and some other Twisted APIs will not
+necessarily stop working.",Do you have an example which will stop working? Is it about callLater and deferToThread mainly? It'd be nice to mention a couple of most common scenarios,
pandas-dev/pandas,61828,eicchen,"@@ -865,7 +865,9 @@ def _op_method_error_message(self, other, op) -> str:
     def _evaluate_op_method(self, other, op, arrow_funcs) -> Self:
         pa_type = self._pa_array.type
         other_original = other
-        other = self._box_pa(other)
+        other_NA = self._box_pa(other)
+        # pyarrow gets upset if you try to join a NullArray
+        other = other_NA.cast(pa_type)","I only ran the array folder because the full suite takes a lot of time, Ill be sure to run the full thing going forward. That's on me.",
scrapy/scrapy,7199,wRAR,"@@ -56,10 +57,29 @@ def is_asyncio_available() -> bool:
     loop or await on :class:`asyncio.Future` objects in Scrapy-related code,
     but it's possible to await on :class:`~twisted.internet.defer.Deferred`
     objects.
+
+    .. versionchanged:: VERSION
+        This function now also returns ``True`` if there is a running asyncio
+        loop, even if no Twisted reactor is installed.
     """"""
+
+    # Check if there is a running asyncio loop.
+    # Can't easily check for an installed but not running one, and there could
+    # be false positives due to some 3rd-party code installing it as a side
+    # effect.
+    try:
+        asyncio.get_running_loop()",(may apply to `is_reactorless()` as well),
tiangolo/fastapi,14964,tiangolo,,"## 📝 Docs preview

Last commit c21b0aac6d9eb3b240941f51d42735e912b2f87f at: https://e3d39a97.fastapitiangolo.pages.dev

### Modified Pages

* https://e3d39a97.fastapitiangolo.pages.dev/reference/responses/ - ([before](https://fastapi.tiangolo.com/reference/responses/))
",
django/django,20960,anjaniacatus,,"@jacobtylerwalls https://github.com/django/django/commit/26f8929f16c514bd9967cd78d8dcd7760b82cc92#r180557939 is the direct link.

@anjaniacatus If you'd be willing to open a PR, that'd be great! (No need for a new Trac ticket, just reference the existing one). Even if to serve as a better place for this discussion.

",
pandas-dev/pandas,61828,eicchen,"@@ -8444,9 +8448,9 @@ def _maybe_align_series_as_frame(self, series: Series, axis: AxisInt):
         """"""
         rvalues = series._values
         if not isinstance(rvalues, np.ndarray):
-            # TODO(EA2D): no need to special-case with 2D EAs
-            if rvalues.dtype in (""datetime64[ns]"", ""timedelta64[ns]""):
-                # We can losslessly+cheaply cast to ndarray
+            if rvalues.dtype in (""datetime64[ns]"", ""timedelta64[ns]"") or isinstance(
+                rvalues, (IntegerArray, FloatingArray)
+            ):
                 rvalues = np.asarray(rvalues)","something like:

```
if not isinstance(rvalues, (np.ndarray, DatetimeArray, TimedeltaArray)):
   if axis == 0:
       df = DataFrame({i: rvalues for i in range(other.shape[1])})
    else:
        nrows = other.shape[0]
        df = DataFrame({i: rvalues[[i]].repeat(nrows) for i in range(other.shape[1])}, dtype=rvalues.dtype)
   df.index = other.index
   df.columns = other.columns
```",
django/django,19713,Antoliny0919,"@@ -429,6 +429,16 @@ Miscellaneous
   primary key when a ``QuerySet``'s ordering has been forcibly cleared by
   calling :meth:`~.QuerySet.order_by` with no arguments.
 
+* In order to improve accessibility of the admin change forms:","Please move this under a new heading for django.contrib.admin like in https://github.com/django/django/pull/20601, since we anticipate more than one.",
tiangolo/fastapi,14949,dependabot[bot],,"## 📝 Docs preview

Last commit e64e9457cb49960022189e60b752115c1e7df04e at: https://290098a7.fastapitiangolo.pages.dev",
pandas-dev/pandas,61828,eicchen,"@@ -8491,7 +8491,10 @@ def to_series(right):
             # pass dtype to avoid doing inference, which would break consistency
             #  with Index/Series ops
             dtype = None
-            if getattr(right, ""dtype"", None) == object:
+            if (
+                getattr(right, ""dtype"", None) == ""object""
+                or getattr(right, ""dtype"", None) == object","No, i mean the added check looks redundant",
django/django,19794,cliffordgama,"@@ -552,7 +594,7 @@ def process_rhs(self, compiler, connection):
 
     def as_oracle(self, compiler, connection):
         rhs, rhs_params = super().process_rhs(compiler, connection)
-        if rhs_params == [""null""]:
+        if tuple(rhs_params) == (""null"",):","This seems like it was missed in ticket-35972, I'll open a PR against main if so.",
tiangolo/fastapi,14973,svlandeg,,"## 📝 Docs preview

Last commit 5bed10c35358998d1ecc82e86ef273a6d023c4a6 at: https://18603107.fastapitiangolo.pages.dev",
django/django,21029,jacobtylerwalls,"@@ -108,22 +108,25 @@ def test_closes_connections(self):
 
 @unittest.skipUnless(connection.vendor == ""sqlite"", ""SQLite specific test."")
 class LiveServerInMemoryDatabaseLockTest(LiveServerBase):
+    databases = {""other""}
+
     def test_in_memory_database_lock(self):
         """"""
         With a threaded LiveServer and an in-memory database, an error can
         occur when 2 requests reach the server and try to lock the database
         at the same time, if the requests do not share the same database
         connection.
         """"""
-        conn = self.server_thread.connections_override[DEFAULT_DB_ALIAS]
+        # Don't lock the default database under parallel test execution.
+        conn = self.server_thread.connections_override[""other""]","Right it can be shared between threads but not between processes.

Since the test runner is single-threaded it will only execute on test at a time (within a process) so if each process has its own in-memory SQLite database there cannot be interference from other tests at all.",
pandas-dev/pandas,64291,sankerathul,,"> @sankerathul thanks for the PR!
Thanks @jorisvandenbossche for the support in closing my first PR in Pandas, excited to keep contributing and looking forward to it.
",
django/django,20792,SnippyCodes,"@@ -586,6 +586,31 @@ def test_configure_initializes_logging(self):
             setup()
         self.assertTrue(dictConfig.called)
 
+    def test_logging_settings_changed(self):
+        """"""
+        Logging configuration should be reconfigured when LOGGING or
+        LOGGING_CONFIG settings are changed.
+        """"""
+        new_logging = {
+            ""version"": 1,
+            ""disable_existing_loggers"": False,
+            ""loggers"": {
+                ""django.test_custom_logger"": {
+                    ""level"": ""WARNING"",
+                }
+            },
+        }
+        logger = logging.getLogger(""django.test_custom_logger"")
+        original_level = logger.level","Rather than use `original_level`, assert that it's a specific value.",
scrapy/scrapy,7385,wRAR,"@@ -129,6 +129,173 @@ example:
 .. autofunction:: scrapy.utils.reactor.is_asyncio_reactor_installed
 
 
+.. _asyncio-without-reactor:
+
+Using Scrapy without a Twisted reactor
+======================================
+
+.. versionadded:: 2.15.0
+
+.. warning::
+    This is currently experimental and may not be suitable for production use.
+
+It's possible to use Scrapy without installing a Twisted reactor at all, by
+setting the :setting:`TWISTED_ENABLED` setting to ``False``. In this mode
+Scrapy will use the asyncio event loop directly, and most of the Scrapy
+functionality will work in the same way.
+
+Doing this provides several benefits in certain use cases:
+
+* A Twisted reactor, once stopped, cannot be started again. This prevents, for
+  example, using several instances of
+  :class:`~scrapy.crawler.AsyncCrawlerProcess` in the same process when they
+  use a reactor, but with ``TWISTED_ENABLED=False`` it becomes possible.
+* There may be limitations imposed by
+  :class:`~twisted.internet.asyncioreactor.AsyncioSelectorReactor` and related
+  Twisted code, such as the requirement of using
+  :class:`~asyncio.SelectorEventLoop` on Windows (see :ref:`asyncio-windows`),
+  that do not apply if the reactor is not used.
+* :class:`~twisted.internet.asyncioreactor.AsyncioSelectorReactor` manages the
+  underlying event loop, and while :class:`~scrapy.crawler.AsyncCrawlerRunner`
+  can use a pre-existing reactor which, in turn, can use a pre-existing event
+  loop, it's easier to use :class:`~scrapy.crawler.AsyncCrawlerRunner` with a
+  pre-existing loop directly.
+* Omitting the reactor machinery may improve performance and reliability.
+
+Limitations
+-----------
+
+As some Scrapy features and components require a reactor, they don't work and
+are disabled without it. Replacements that don't require a reactor may be added
+in future Scrapy versions. The following features are not available:
+
+* The default HTTP(S) download handler,
+  :class:`~scrapy.core.downloader.handlers.http11.HTTP11DownloadHandler` (this
+  is likely the biggest difference; Scrapy provides an HTTP(S) download handler
+  that doesn't require a reactor and will be used instead of it:
+  :class:`~scrapy.core.downloader.handlers._httpx.HttpxDownloadHandler`)
+* :class:`~scrapy.core.downloader.handlers.ftp.FTPDownloadHandler`
+* :class:`~scrapy.core.downloader.handlers.http2.H2DownloadHandler`
+* :ref:`topics-shell`
+* :ref:`topics-telnetconsole`
+* :class:`~scrapy.crawler.CrawlerRunner` and
+  :class:`~scrapy.crawler.CrawlerProcess`
+  (:class:`~scrapy.crawler.AsyncCrawlerProcess` and
+  :class:`~scrapy.crawler.AsyncCrawlerRunner` are available)
+* Twisted-specific DNS resolvers (the :setting:`DNS_RESOLVER` setting)
+* User and 3rd-party code that requires a reactor (see :ref:`below
+  <asyncio-without-reactor-migrate>` for examples)
+
+Note that importing Twisted modules and, among other things, creating and using
+:class:`~twisted.internet.defer.Deferred` objects doesn't require a reactor, so
+code that uses :class:`~twisted.internet.defer.Deferred`,
+:class:`~twisted.python.failure.Failure` and some other Twisted APIs will not
+necessarily stop working.
+
+Other differences
+-----------------
+
+When :setting:`TWISTED_ENABLED` is set to ``False``, Scrapy will change the
+defaults of some other settings:
+
+* :setting:`TELNETCONSOLE_ENABLED` is set to ``False``.
+* The ``""http""`` and ``""https""`` keys in :setting:`DOWNLOAD_HANDLERS_BASE` are
+  set to ``""scrapy.core.downloader.handlers._httpx.HttpxDownloadHandler""``.
+* The ``""ftp""`` key in :setting:`DOWNLOAD_HANDLERS_BASE` is set to ``None``.
+
+Thus, :class:`~scrapy.core.downloader.handlers._httpx.HttpxDownloadHandler` is
+used by default for making HTTP(S) requests. Please refer to its documentation
+for its differences and limitations compared to
+:class:`~scrapy.core.downloader.handlers.http11.HTTP11DownloadHandler`.
+
+Additionally, :class:`~scrapy.crawler.AsyncCrawlerProcess` will install a
+:term:`meta path finder` that prevents :mod:`twisted.internet.reactor` from
+being imported.
+
+.. _asyncio-without-reactor-migrate:
+
+Adding support to existing code
+-------------------------------
+
+Code that doesn't directly use Twisted APIs or APIs that depend on Twisted ones
+doesn't need special support for running without a reactor.
+
+Here are some examples of APIs and patterns that need a replacement:
+
+* Using :meth:`reactor.callLater()
+  <twisted.internet.base.ReactorBase.callLater>` for sleeping or delayed calls.
+  You can use :meth:`asyncio.loop.call_later` instead.
+* Using :func:`twisted.internet.threads.deferToThread`,
+  :meth:`reactor.callFromThread()
+  <twisted.internet.base.ReactorBase.callFromThread>` and related APIs to
+  execute code in other threads. You can use :func:`asyncio.to_thread`,
+  :meth:`asyncio.loop.call_soon_threadsafe` and related APIs instead.
+* Using :class:`twisted.internet.task.LoopingCall` for scheduling repeated
+  tasks. As there is no direct replacement in the standard library, you may
+  need to write your own one using :func:`asyncio.sleep` in a task.
+* Using Twisted network client and server APIs (:meth:`reactor.connectTCP()
+  <twisted.internet.interfaces.IReactorTCP.connectTCP>`,
+  :meth:`reactor.listenTCP()
+  <twisted.internet.interfaces.IReactorTCP.listenTCP>`,
+  :mod:`twisted.web.client`, :mod:`twisted.mail.smtp` etc.). You can use other
+  built-in or 3rd-party libraries for this.
+* Using :class:`~scrapy.crawler.CrawlerProcess` or
+  :class:`~scrapy.crawler.CrawlerRunner`. You should use
+  :class:`~scrapy.crawler.AsyncCrawlerProcess` or
+  :class:`~scrapy.crawler.AsyncCrawlerRunner` respectively instead.
+* Checking whether ``asyncio`` support is available with
+  :func:`scrapy.utils.reactor.is_asyncio_reactor_installed`. You should use
+  :func:`scrapy.utils.asyncio.is_asyncio_available` instead.
+
+Scrapy provides unified helpers for some of these examples:
+
+.. autofunction:: scrapy.utils.asyncio.call_later
+.. autofunction:: scrapy.utils.asyncio.create_looping_call
+.. autoclass:: scrapy.utils.asyncio.AsyncioLoopingCall
+.. autofunction:: scrapy.utils.asyncio.run_in_thread
+
+If your code needs to know whether the reactor is available, you can either
+check for the value of the :setting:`TWISTED_ENABLED` setting (you need access
+to the :class:`~scrapy.crawler.Crawler` instance to do this) or use the
+following function:
+
+.. autofunction:: scrapy.utils.reactorless.is_reactorless
+
+In general, code that doesn't use the reactor (directly or indirectly) can be
+used unmodified both with the asyncio reactor and without a reactor. This
+includes code that converts Deferreds to futures and vice versa as described in
+:ref:`asyncio-await-dfd`.
+
+Troubleshooting
+---------------
+
+**ImportError: Import of twisted.internet.reactor is forbidden when running**
+**without a Twisted reactor [...]:** Scrapy is configured to run without a",I did it exactly because PyCharm didn't recognize it. I can confirm that the proposed fix works when rendered to HTML.,
django/django,20601,jacobtylerwalls,"@@ -828,6 +828,7 @@ a.deletelink:focus, a.deletelink:hover {
 
 .titles-and-tools {
     display: flex;
+    margin: 0 0 10px;","The margin has been reduced by 10px, and I think the previous version looked better(20px) 🤔
With the current change, the title and object-tools area feels a bit less like a heading to me.
(Though this might just be a personal preference.)

It looks fine in general, but on the changelist page when the search and sidebar filter are active, it feels a bit too cramped.

<img width=""1438"" height=""452"" alt=""Image"" src=""https://github.com/user-attachments/assets/2d4af6d7-e6df-4aa5-a054-15521a900d58"" />",
django/django,19794,cliffordgama,"@@ -1235,3 +1251,112 @@ def test_literal_annotation_filtering(self):
             data__foo=""bar""
         )
         self.assertQuerySetEqual(qs, all_objects)
+
+
+class JSONNullTests(TestCase):
+    def test_repr(self):
+        self.assertEqual(repr(JSONNull()), ""JSONNull()"")
+
+    def test_save_load(self):
+        obj = NullableJSONModel(value=JSONNull())
+        obj.save()
+        obj.refresh_from_db()
+        self.assertIsNone(obj.value)
+
+    def test_create(self):
+        obj = NullableJSONModel.objects.create(value=JSONNull())
+        obj.refresh_from_db()
+        self.assertIsNone(obj.value)
+
+    def test_update(self):
+        obj = NullableJSONModel.objects.create(value={""key"": ""value""})
+        NullableJSONModel.objects.update(value=JSONNull())
+        obj.refresh_from_db()
+        self.assertIsNone(obj.value)
+
+    def test_filter(self):
+        obj = NullableJSONModel.objects.create(value=JSONNull())
+        found = NullableJSONModel.objects.get(value=JSONNull())
+        self.assertEqual(obj, found)
+        self.assertSequenceEqual(
+            NullableJSONModel.objects.exclude(value=JSONNull()), []
+        )
+        self.assertSequenceEqual(
+            NullableJSONModel.objects.filter(value__isnull=True), []
+        )
+
+    def test_case_expression(self):
+        with self.subTest(""JSONNull() in When.then""):","I would just explode these out into separate test methods, since the tests don't share state.",
psf/requests,6667,agubelu,,"This patch has the side-effect, that it is no longer possible to pass in a custom ssl_context via the PoolManager.
This is a problem because now it does not seem possible anymore to enable/use a custom ssl_context to reduce the OpenSSL seclevel used by request. The following worked in 2.31.0 and stopped working now:

```
from urllib3.util import create_urllib3_context
from urllib3 import PoolManager
from requests.adapters import HTTPAdapter
from requests import Session

class AddedCipherAdapter(HTTPAdapter):
  def init_poolmanager(self, *args, **kwargs):
    print(""using poolmanager"")
    ctx = create_urllib3_context(ciphers=""ALL:@SECLEVEL=0"")
    kwargs['ssl_context'] = ctx
    return super(AddedCipherAdapter, self).init_poolmanager(*args, **kwargs)

# use our own post session with lowered seclevel adapter
def post(url, cert=None, data=None, verify=True, headers=None):
  with Session() as s:
    s.adapters.pop(""https://"", None)
    s.mount(""https://"", AddedCipherAdapter())
    return s.post(url, cert=cert, data=data,verify=verify, headers=headers)
```
This worked in 2.31.0 and stopped working, because custom 'ssl_context' is overwritten by default 'ssl_context' with this merge request.

I think it would be good to support a custom ssl_context again, since otherwise it does not seem to be possible to change the seclevel settings of python requests anymore and that is required if you are working with legacy code and old certificates that can't easily be renewed.
",
django/django,20436,felixxm,"@@ -2056,12 +2079,50 @@ def _batched_insert(
                 )
         return inserted_rows
 
+    def _disable_cloning(self):
+        """"""
+        Prevent calls to _chain() from creating a new QuerySet via _clone().
+        All subsequent QuerySet mutations will occur on this instance until
+        _enable_cloning() is used.
+        """"""
+        self._cloning_enabled = False
+        return self
+
+    def _enable_cloning(self):
+        """"""
+        Allow calls to _chain() to create a new QuerySet via _clone(). Restores
+        the default behavior where any QuerySet mutation will return a new
+        QuerySet instance. Necessary only when there has been a
+        _disable_cloning() call previously.
+        """"""
+        self._cloning_enabled = True
+        return self
+
+    def _avoid_cloning(self):
+        """"""
+        Temporarily prevent QuerySet _clone() operations, restoring the default
+        behavior on exit. For the duration of the context managed statement,
+        all operations (e.g. filter(), exclude(), etc.) will mutate the same
+        QuerySet instance.
+
+        @contextlib.contextmanager is intentionally not used for performance
+        reasons.
+        """"""
+        return PreventQuerySetCloning(self)
+
     def _chain(self):
         """"""
         Return a copy of the current QuerySet that's ready for another
         operation.
+
+        If the QuerySet has opted in to in-place mutations via
+        _disable_cloning() temporarily, the copy doesn't occur and instead the
+        same QuerySet instance will be modified.
         """"""
-        obj = self._clone()
+        if not self._cloning_enabled:
+            obj = self
+        else:
+            obj = self._clone()
         if obj._sticky_filter:
             obj.query.filter_is_sticky = True
             obj._sticky_filter = False","Ah, yes we need it because cloning is disabled in `_apply_rel_filters()`.",
django/django,19794,cliffordgama,"@@ -86,6 +86,23 @@ Python-level options, as Django does not need to load objects before deleting
 them. As a consequence, the :attr:`~django.db.models.DB_CASCADE` option does
 not trigger the ``pre_delete`` or ``post_delete`` signals.
 
+``JSONNull()`` expression
+-------------------------
+
+The new :class:`~django.db.models.JSONNull` expression provides an explicit
+way to represent the JSON scalar ``null``. It can be used when saving a
+top-level :class:`~django.db.models.JSONField` value, or querying for
+top-level or nested JSON ``null`` values.
+
+For consistency, the use of ``None`` to represent a top-level JSON scalar
+``null`` when querying :class:`~django.db.models.JSONField` is now deprecated
+in favor of the new :class:`~django.db.models.JSONNull` expression. At the end
+of the deprecation period, ``None`` values compile to SQL ``IS NULL`` when used
+as the top-level value. :lookup:`Key and index lookups <jsonfield.key>`
+are unaffected by this deprecation.
+
+See :ref:`storing-and-querying-for-none` for usage examples and some caveats.","Go ahead. And thinking again, let's not pull it all the way to the top of the deprecations like ticket-35972, but let's maybe pull it out to a `models` header like you did for `contrib.postgres`.",
pallets/flask,5457,davidism,,"A few more: f958b6500b2aeb8edc578a07f00546becdad4c80 remove readme install and contribute sections, and 2c7f57ad5bd19743312eb34ea5fb838a1349474e clean docs before build",
django/django,20708,Chadys,"@@ -187,7 +187,7 @@
         ""bidi"": False,
         ""code"": ""eu"",
         ""name"": ""Basque"",
-        ""name_local"": ""Basque"",
+        ""name_local"": ""Euskara"",",I'm pretty sure it should be `euskara` .,
