repo,pr_number,author,diff_hunk,review_comment,label
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):","It seems, if you see the only assert is: `assert spider.download_delay == expected` lmk if you want to keep and drop the `min_spider` no sure what we would check in this case.",
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):","OK, this is stupid :)

The extension sets `spider.download_delay` in `_spider_opened()` (based on `AUTOTHROTTLE_START_DELAY`, `DOWNLOAD_DELAY` and the original value of `spider.download_delay`, just like the params of this test), so that the downloader could use it as the start delay value for newly created slots in `scrapy.core.downloader._get_concurrency_delay()`. So if we want to stop using `spider.download_delay` we need this to work in some other way (and I don't think we can change the `DOWNLOAD_DELAY` setting value here).

@Gallaecio thoughts?",
scrapy/scrapy,7039,Laerte,"@@ -92,6 +93,13 @@ def from_crawler(cls, crawler: Crawler) -> Self:
 
     def download_request(self, request: Request, spider: Spider) -> Deferred[Response]:
         """"""Return a deferred for the HTTP download""""""
+        if hasattr(spider, ""download_maxsize""):
+            warn_on_deprecated_spider_attribute(""download_maxsize"", ""DOWNLOAD_MAXSIZE"")
+        if hasattr(spider, ""download_warnsize""):
+            warn_on_deprecated_spider_attribute(
+                ""download_warnsize"", ""DOWNLOAD_WARNSIZE""
+            )","I wonder if we should try to find a way to trigger this only once per spider, but no strong opinion. Maybe louder is better :slightly_smiling_face: ",
scrapy/scrapy,7039,Laerte,"@@ -150,11 +154,17 @@ class RedirectMiddleware(BaseRedirectMiddleware):
     def process_response(
         self, request: Request, response: Response, spider: Spider | None = None
     ) -> Request | Response:
+        if hasattr(self.crawler.spider, ""handle_httpstatus_list""):
+            warn_on_deprecated_spider_attribute(
+                ""handle_httpstatus_list"", ""REDIRECT_ALLOWED_HTTP_CODES""
+            )
+
         if (
             request.meta.get(""dont_redirect"", False)
             or response.status
             in getattr(self.crawler.spider, ""handle_httpstatus_list"", [])
             or response.status in request.meta.get(""handle_httpstatus_list"", [])
+            or response.status in self.handle_httpstatus_list","I wonder if we should handle this somewhat differently.

i.e., when both the setting and the spider attribute are defined, the spider attribute, even if deprecated, should be considered an override of the setting value, and the setting value should be ignored.

In fact, I wonder if we should also consider the meta value an override of both the setting and the spider attribute, and hence ignore those if the meta value is set. But I am fine with keeping that out of scope here.

Either way, we should make sure we clarify this in the docs and the release notes.",
scrapy/scrapy,7039,Laerte,"@@ -40,9 +40,10 @@ class HttpErrorMiddleware:
 
     def __init__(self, settings: BaseSettings):
         self.handle_httpstatus_all: bool = settings.getbool(""HTTPERROR_ALLOW_ALL"")
-        self.handle_httpstatus_list: list[int] = settings.getlist(
-            ""HTTPERROR_ALLOWED_CODES""
-        )
+        self.handle_httpstatus_list: list[int] = [
+            *settings.getlist(""HTTPERROR_ALLOWED_CODES""),
+            *settings.getlist(""REDIRECT_ALLOWED_HTTP_CODES""),
+        ]","I don’t like the HTTP errors middleware reading the `REDIRECT_ALLOWED_HTTP_CODES` setting…

I wonder if we should take a step back and try to think through what the ideal “settings and meta API” should be, and then try to move towards it in a backward-compatible way with deprecations where needed.

I feel this should be similar to dont_filter, where you have a generic setting/meta and a specific setting/meta (e.g. allow_offsite). I think the specific should override the generic, i.e. no merging, e.g. if generic is [401] and want to extend with 402 for a specific middleware, you set the specific setting/meta to [401,402], not just [402]. But I am not completely sure.",
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):","Puff, headache incoming… :sweat: ",
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):",Maybe we should keep download_delay until https://github.com/scrapy/scrapy/issues/6660 is addressed?,
scrapy/scrapy,7039,Laerte,"@@ -103,56 +95,6 @@ def test_maxdelay_definition(value, expected):
     assert at.maxdelay == expected
 
 
-@pytest.mark.parametrize(
-    (""min_spider"", ""min_setting"", ""start_setting"", ""expected""),
-    [
-        (UNSET, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY - 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY),
-        (AUTOTHROTTLE_START_DELAY + 1.0, UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, AUTOTHROTTLE_START_DELAY - 1.0, UNSET, AUTOTHROTTLE_START_DELAY),
-        (UNSET, AUTOTHROTTLE_START_DELAY + 1.0, UNSET, AUTOTHROTTLE_START_DELAY + 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY - 1.0, AUTOTHROTTLE_START_DELAY - 1.0),
-        (UNSET, UNSET, AUTOTHROTTLE_START_DELAY + 1.0, AUTOTHROTTLE_START_DELAY + 1.0),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-        (
-            AUTOTHROTTLE_START_DELAY + 1.0,
-            UNSET,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-            AUTOTHROTTLE_START_DELAY + 2.0,
-        ),
-    ],
-)
-def test_startdelay_definition(min_spider, min_setting, start_setting, expected):",I'm fine with keeping it. Note that we need to revert a part of #6994 before the next release for this: #7117,
scrapy/scrapy,7039,Laerte,"@@ -219,3 +219,13 @@ def argument_is_required(func: Callable[..., Any], arg_name: str) -> bool:
     args = get_func_args_dict(func)
     param = args.get(arg_name)
     return param is not None and param.default is inspect.Parameter.empty
+
+
+def warn_on_deprecated_spider_attribute(attribute_name: str, setting_name: str) -> None:
+    warnings.warn(
+        f""The '{attribute_name}' spider attribute is deprecated. ""
+        ""Use Spider.custom_settings or Spider.update_settings() instead. ""
+        f""The corresponding setting name is '{setting_name}'."",
+        category=ScrapyDeprecationWarning,
+        stacklevel=2,","[nitpick] The hardcoded `stacklevel=2` may not be appropriate for all call sites. Consider making `stacklevel` a parameter with a default value of 2, allowing callers to adjust when the warning is issued from a different depth in the call stack.
```suggestion
def warn_on_deprecated_spider_attribute(attribute_name: str, setting_name: str, stacklevel: int = 2) -> None:
    warnings.warn(
        f""The '{attribute_name}' spider attribute is deprecated. ""
        ""Use Spider.custom_settings or Spider.update_settings() instead. ""
        f""The corresponding setting name is '{setting_name}'."",
        category=ScrapyDeprecationWarning,
        stacklevel=stacklevel,
```",
scrapy/scrapy,7039,Laerte,"@@ -506,23 +505,23 @@ async def test_download_with_maxsize_per_req(
             await download_request(download_handler, request)
 
     @deferred_f_from_coro_f
-    async def test_download_with_small_maxsize_per_spider(
-        self, mockserver: MockServer, download_handler: DownloadHandlerProtocol
+    async def test_download_with_small_maxsize_via_setting(","[nitpick] The test names changed from `per_spider` to `via_setting`, but these names could be more descriptive. Consider `test_download_maxsize_setting_blocks_small_response` and `test_download_maxsize_setting_allows_large_response` to better convey what each test validates.",
scrapy/scrapy,7039,Laerte,"@@ -506,23 +505,23 @@ async def test_download_with_maxsize_per_req(
             await download_request(download_handler, request)
 
     @deferred_f_from_coro_f
-    async def test_download_with_small_maxsize_per_spider(
-        self, mockserver: MockServer, download_handler: DownloadHandlerProtocol
+    async def test_download_with_small_maxsize_via_setting(
+        self, mockserver: MockServer
     ) -> None:
+        crawler = get_crawler(settings_dict={""DOWNLOAD_MAXSIZE"": 2})
+        download_handler = build_from_crawler(self.download_handler_cls, crawler)
         request = Request(mockserver.url(""/text"", is_secure=self.is_secure))
         with pytest.raises((defer.CancelledError, error.ConnectionAborted)):
-            await download_request(
-                download_handler, request, Spider(""foo"", download_maxsize=2)
-            )
+            await download_request(download_handler, request, Spider(""foo""))
 
     @deferred_f_from_coro_f
-    async def test_download_with_large_maxsize_per_spider(
-        self, mockserver: MockServer, download_handler: DownloadHandlerProtocol
+    async def test_download_with_large_maxsize_via_setting(","[nitpick] The test names changed from `per_spider` to `via_setting`, but these names could be more descriptive. Consider `test_download_maxsize_setting_blocks_small_response` and `test_download_maxsize_setting_allows_large_response` to better convey what each test validates.",
scrapy/scrapy,7039,Laerte,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 91.47%. Comparing base ([`1e8de24`](https://app.codecov.io/gh/scrapy/scrapy/commit/1e8de2438060d85629473c5fe44c703c70109632?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`8c711b6`](https://app.codecov.io/gh/scrapy/scrapy/commit/8c711b65eb7e8e5d1e9651e45a26541280c2cee2?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 1 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@            Coverage Diff             @@
##           master    #7039      +/-   ##
==========================================
+ Coverage   91.40%   91.47%   +0.07%     
==========================================
  Files         165      165              
  Lines       12636    12639       +3     
  Branches     1619     1617       -2     
==========================================
+ Hits        11550    11562      +12     
+ Misses        813      807       -6     
+ Partials      273      270       -3     
```

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Coverage Δ | |
|---|---|---|
| [scrapy/core/downloader/\_\_init\_\_.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2F__init__.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9fX2luaXRfXy5weQ==) | `95.36% <100.00%> (+2.46%)` | :arrow_up: |
| [scrapy/core/downloader/handlers/http11.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fcore%2Fdownloader%2Fhandlers%2Fhttp11.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvZG93bmxvYWRlci9oYW5kbGVycy9odHRwMTEucHk=) | `93.73% <100.00%> (+0.01%)` | :arrow_up: |
| [scrapy/core/http2/protocol.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fcore%2Fhttp2%2Fprotocol.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2NvcmUvaHR0cDIvcHJvdG9jb2wucHk=) | `86.63% <100.00%> (+2.55%)` | :arrow_up: |
| [scrapy/downloadermiddlewares/downloadtimeout.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fdownloadermiddlewares%2Fdownloadtimeout.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2Rvd25sb2FkZXJtaWRkbGV3YXJlcy9kb3dubG9hZHRpbWVvdXQucHk=) | `95.00% <100.00%> (+0.26%)` | :arrow_up: |
| [scrapy/downloadermiddlewares/httpcompression.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fdownloadermiddlewares%2Fhttpcompression.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2Rvd25sb2FkZXJtaWRkbGV3YXJlcy9odHRwY29tcHJlc3Npb24ucHk=) | `94.21% <100.00%> (+0.04%)` | :arrow_up: |
| [scrapy/downloadermiddlewares/useragent.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Fdownloadermiddlewares%2Fuseragent.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2Rvd25sb2FkZXJtaWRkbGV3YXJlcy91c2VyYWdlbnQucHk=) | `100.00% <100.00%> (ø)` | |
| [scrapy/utils/deprecate.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7039?src=pr&el=tree&filepath=scrapy%2Futils%2Fdeprecate.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3V0aWxzL2RlcHJlY2F0ZS5weQ==) | `95.94% <100.00%> (+0.11%)` | :arrow_up: |
</details>",
scrapy/scrapy,7039,Laerte,,"There are tests that use these newly deprecated attributes that need to be fixed or removed.

For download handler tests that likely means creating the crawler and the handler in the test function like already done in `test_download_allow_data_loss_via_setting()` (I'm still not sure what is the most idiomatic way to get a fixture based on some argument), I haven't checked other tests.",
scrapy/scrapy,7039,Laerte,,"In case you've missed it (as it's only in `extra-deps`), `tests/test_downloader_handler_twisted_http2.py::TestHttps2::test_download_with_maxsize_very_large_file` still produces a warning.",
scrapy/scrapy,7039,Laerte,,"> In case you've missed it (as it's only in `extra-deps`), `tests/test_downloader_handler_twisted_http2.py::TestHttps2::test_download_with_maxsize_very_large_file` still produces a warning.

Thanks for flagging, fixed.",
scrapy/scrapy,7039,Laerte,,"I propose merging the not controversial subset of this, keeping the following for the round 3 or separate refactoring:

- all changes related to `handle_httpstatus_list` and `REDIRECT_ALLOWED_HTTP_CODES`
- the new `download_delay` warning and the test removal for that attr

",
scrapy/scrapy,7039,Laerte,,"> I propose merging the not controversial subset of this, keeping the following for the round 3 or separate refactoring:
> 
> * all changes related to `handle_httpstatus_list` and `REDIRECT_ALLOWED_HTTP_CODES`
> * the new `download_delay` warning and the test removal for that attr

@wRAR Sorry for letting this sit here for a while. I've been busy with work. I pushed the changes to align with your suggestion, let me know if this looks right.",
scrapy/scrapy,7039,Laerte,,"Yes, thanks! I've also added `pragma: no cover` to code that doesn't have existing tests.",
scrapy/scrapy,7145,Icorebleidd,,Where is `OldStyleClass` used now?,
scrapy/scrapy,7145,Icorebleidd,,"After removing the assertion, OldStyleClass is no longer referenced anywhere.
I can remove the class definition as well unless you prefer to keep it for clarity.",
scrapy/scrapy,7145,Icorebleidd,,https://github.com/scrapy/scrapy/issues/7143#issuecomment-3531653776,
scrapy/scrapy,7145,Icorebleidd,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7145?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 91.43%. Comparing base ([`426aafd`](https://app.codecov.io/gh/scrapy/scrapy/commit/426aafddca8182dba12da819046272a8fad41e72?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`6b25bbb`](https://app.codecov.io/gh/scrapy/scrapy/commit/6b25bbb9d2ac86773dd4619a61dd17dfd79da020?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 11 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@           Coverage Diff           @@
##           master    #7145   +/-   ##
=======================================
  Coverage   91.43%   91.43%           
=======================================
  Files         165      165           
  Lines       12644    12644           
  Branches     1621     1621           
=======================================
  Hits        11561    11561           
  Misses        810      810           
  Partials      273      273           
```
</details>",
scrapy/scrapy,7146,wRAR,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7146?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 91.43%. Comparing base ([`426aafd`](https://app.codecov.io/gh/scrapy/scrapy/commit/426aafddca8182dba12da819046272a8fad41e72?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`13b85cd`](https://app.codecov.io/gh/scrapy/scrapy/commit/13b85cd2e3e82439e146886310bbd94245c70f08?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 10 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@           Coverage Diff           @@
##           master    #7146   +/-   ##
=======================================
  Coverage   91.43%   91.43%           
=======================================
  Files         165      165           
  Lines       12644    12644           
  Branches     1621     1621           
=======================================
  Hits        11561    11561           
  Misses        810      810           
  Partials      273      273           
```
</details>",
scrapy/scrapy,7160,Cycloctane,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7160?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 91.40%. Comparing base ([`4cb0144`](https://app.codecov.io/gh/scrapy/scrapy/commit/4cb0144b39716b40413a3ea179141a63994ad8b3?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`7fbea69`](https://app.codecov.io/gh/scrapy/scrapy/commit/7fbea692281f937a7a6bd4ec357b527ee907fa32?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 1 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@           Coverage Diff           @@
##           master    #7160   +/-   ##
=======================================
  Coverage   91.40%   91.40%           
=======================================
  Files         165      165           
  Lines       12630    12636    +6     
  Branches     1619     1619           
=======================================
+ Hits        11544    11550    +6     
  Misses        813      813           
  Partials      273      273           
```

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7160?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Coverage Δ | |
|---|---|---|
| [scrapy/downloadermiddlewares/httpcompression.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7160?src=pr&el=tree&filepath=scrapy%2Fdownloadermiddlewares%2Fhttpcompression.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2Rvd25sb2FkZXJtaWRkbGV3YXJlcy9odHRwY29tcHJlc3Npb24ucHk=) | `94.16% <100.00%> (+0.14%)` | :arrow_up: |
| [scrapy/utils/\_compression.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7160?src=pr&el=tree&filepath=scrapy%2Futils%2F_compression.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L3V0aWxzL19jb21wcmVzc2lvbi5weQ==) | `92.64% <100.00%> (+0.33%)` | :arrow_up: |
</details>",
